1.5	0	6.46338	100
1.51	0	6.54346	100
1.52	0	6.62445	100
1.53	0	6.70635	100
1.54	0	6.78918	100
1.55	0	6.87294	100
1.56	0	6.95764	100
1.57	0	7.0433	100
1.58	0	7.12991	100
1.59	0	7.2175	100
1.6	0	7.30606	100
1.61	0	7.39562	100
1.62	0	7.48618	100
1.63	0	7.57775	100
1.64	0	7.67034	100
1.65	0	7.76396	100
1.66	0	7.85862	100
1.67	0	7.95434	100
1.68	0	8.05111	100
1.69	0	8.14896	100
1.7	0	8.24789	100
1.71	0	8.34792	100
1.72	0	8.44906	100
1.73	0	8.55131	100
1.74	0	8.65469	100
1.75	0	8.75921	100
1.76	0	8.86487	100
1.77	0	8.97171	100
1.78	0	9.07971	100
1.79	0	9.1889	100
1.8	0	9.29929	100
1.81	0	9.41089	100
1.82	0	9.52372	100
1.83	0	9.63777	100
1.84	0	9.75308	100
1.85	0	9.86964	100
1.86	0	9.98747	100
1.87	0	10.1066	100
1.88	0	10.227	100
1.89	0	10.3487	100
1.9	0	10.4718	100
1.91	0	10.5962	100
1.92	0	10.7219	100
1.93	0	10.849	100
1.94	0	10.9775	100
1.95	0	11.1074	100
1.96	0	11.2387	100
1.97	0	11.3714	100
1.98	0	11.5055	100
1.99	0	11.6411	100
2	0	11.7781	100
