1.45	6.04737	6.07623	0.474971
1.46	6.12244	6.15192	0.479146
1.47	6.19837	6.22847	0.48332
1.48	6.27515	6.30589	0.487494
1.49	6.3528	6.38419	0.491668
1.5	6.43133	6.46338	0.495842
1.51	6.51074	6.54346	0.500015
1.52	6.59105	6.62445	0.504187
1.53	6.67226	6.70635	0.508359
1.54	6.75438	6.78918	0.512531
1.55	6.83743	6.87294	0.516702
1.56	6.9214	6.95764	0.520873
1.57	7.00632	7.0433	0.525044
1.58	7.09218	7.12991	0.529213
1.59	7.179	7.2175	0.533383
1.6	7.26679	7.30606	0.537552
1.61	7.35556	7.39562	0.54172
1.62	7.44531	7.48618	0.545888
1.63	7.53607	7.57775	0.550055
1.64	7.62783	7.67034	0.554222
1.65	7.72061	7.76396	0.558389
1.66	7.81441	7.85862	0.562555
1.67	7.90926	7.95434	0.56672
1.68	8.00515	8.05111	0.570885
1.69	8.1021	8.14896	0.57505
1.7	8.20012	8.24789	0.579214
1.71	8.29922	8.34792	0.583377
1.72	8.39942	8.44906	0.587541
1.73	8.50071	8.55131	0.591703
1.74	8.60312	8.65469	0.595866
1.75	8.70665	8.75921	0.600028
1.76	8.81131	8.86487	0.604189
1.77	8.91713	8.97171	0.60835
1.78	9.0241	9.07971	0.612511
1.79	9.13224	9.1889	0.616672
1.8	9.24156	9.29929	0.620832
1.81	9.35208	9.41089	0.624991
1.82	9.4638	9.52372	0.629151
1.83	9.57674	9.63777	0.63331
1.84	9.6909	9.75308	0.637469
1.85	9.80631	9.86964	0.641627
1.86	9.92298	9.98747	0.645786
1.87	10.0409	10.1066	0.649944
1.88	10.1601	10.227	0.654102
1.89	10.2806	10.3487	0.658259
1.9	10.4024	10.4718	0.662417
1.91	10.5255	10.5962	0.666574
1.92	10.65	10.7219	0.670731
1.93	10.7758	10.849	0.674888
1.94	10.903	10.9775	0.679045
1.95	11.0315	11.1074	0.683202
1.96	11.1614	11.2387	0.687359
1.97	11.2927	11.3714	0.691516
1.98	11.4254	11.5055	0.695673
1.99	11.5596	11.6411	0.69983
2	11.6952	11.7781	0.703986
